ServiceID,PartName,ServiceType,MileageAtReplacement,WasBroken,Severity
2514,"Engine Oil & Filter","Minor Service",10484,"No",2
2515,"Brake Pads & Discs","Minor Service",34790,"Yes",4
2516,"Engine Oil & Filter","Minor Service",13095,"No",2
2517,"Engine Air Filter","Minor Service",16725,"No",2
2518,"Shocks & Struts","Major Service",87051,"Yes",3
2519,"Spark Plugs","Major Service",52914,"Yes",4
2520,"Engine Air Filter","Minor Service",21153,"No",2
2521,"Cabin Air Filter","Minor Service",20690,"No",1
2522,"Engine Oil & Filter","Minor Service",9734,"No",2
2523,"Cabin Air Filter","Minor Service",19994,"No",2
2524,"Wiper Blades","Minor Service",11033,"No",1
2525,"Spark Plugs","Major Service",60605,"Yes",3
2526,"Engine Oil & Filter","Minor Service",11954,"Yes",4
2527,"Engine Oil & Filter","Minor Service",12315,"No",1
2528,"Engine Air Filter","Minor Service",18268,"No",1
2529,"Wiper Blades","Minor Service",14665,"No",2
2530,"Wiper Blades","Minor Service",16574,"Yes",5
2531,"Cabin Air Filter","Minor Service",16073,"No",2
2532,"Wiper Blades","Minor Service",13355,"Yes",3
2533,"Engine Air Filter","Minor Service",21687,"No",1
2534,"Wiper Blades","Minor Service",15056,"Yes",5
2535,"Shocks & Struts","Major Service",102782,"Yes",4
2536,"Cabin Air Filter","Minor Service",19000,"No",1
2537,"Wiper Blades","Minor Service",18764,"No",2
2538,"Engine Air Filter","Minor Service",17228,"No",2
2539,"Engine Air Filter","Minor Service",19420,"No",1
2540,"Coolant Flush","Major Service",93490,"Yes",4
2541,"Shocks & Struts","Major Service",71312,"No",2
2542,"Brake Pads & Discs","Minor Service",36136,"Yes",5
2543,"Thermostat","Diagnostic",118746,"Yes",3
2544,"Cabin Air Filter","Minor Service",11608,"No",2
2545,"Engine Oil & Filter","Minor Service",8072,"No",2
2546,"Engine Air Filter","Minor Service",19841,"No",2
2547,"Engine Air Filter","Minor Service",24386,"No",1
2548,"Engine Oil & Filter","Minor Service",13363,"No",2
2549,"Oxygen (O2) Sensor","Diagnostic",120610,"Yes",3
2550,"Wiper Blades","Minor Service",21736,"No",1
2551,"Brake Pads & Discs","Minor Service",34093,"No",2
2552,"Engine Air Filter","Minor Service",18637,"No",1
2553,"Spark Plugs","Major Service",46758,"Yes",3
2554,"Oxygen (O2) Sensor","Diagnostic",123306,"Yes",4
2555,"Thermostat","Diagnostic",103626,"Yes",4
2556,"Brake Pads & Discs","Minor Service",41840,"No",2
2557,"Engine Air Filter","Minor Service",18188,"No",2
2558,"Transmission Fluid","Major Service",81180,"No",1
2559,"Engine Oil & Filter","Minor Service",10292,"No",2
2560,"Engine Oil & Filter","Minor Service",9869,"No",1
2561,"Cabin Air Filter","Minor Service",18075,"No",1
2562,"Engine Air Filter","Minor Service",18973,"No",2
2563,"Brake Pads & Discs","Minor Service",26715,"Yes",3
2564,"Engine Oil & Filter","Minor Service",8597,"No",1
2565,"Engine Air Filter","Minor Service",23261,"Yes",3
2566,"Oxygen (O2) Sensor","Diagnostic",134285,"Yes",5
2567,"Brake Pads & Discs","Minor Service",32017,"No",2
2568,"Engine Air Filter","Minor Service",15694,"Yes",4
2569,"Engine Oil & Filter","Minor Service",13607,"No",1
2570,"Spark Plugs","Major Service",65820,"No",1
2571,"Wiper Blades","Minor Service",13514,"Yes",5
2572,"Cabin Air Filter","Minor Service",19955,"Yes",4
2573,"Wiper Blades","Minor Service",6754,"No",2
2574,"Shocks & Struts","Major Service",76623,"No",2
2575,"Wiper Blades","Minor Service",6542,"Yes",3
2576,"Brake Pads & Discs","Minor Service",37016,"Yes",5
2577,"Engine Air Filter","Minor Service",21791,"No",2
2578,"Drive/Serpentine Belt","Major Service",71940,"Yes",4
2579,"Wiper Blades","Minor Service",10811,"No",2
2580,"Wiper Blades","Minor Service",14461,"No",1
2581,"Wiper Blades","Minor Service",13721,"Yes",3
2582,"Engine Oil & Filter","Minor Service",11137,"No",2
2583,"Engine Air Filter","Minor Service",16474,"No",1
2584,"Cabin Air Filter","Minor Service",19682,"No",2
2585,"Cabin Air Filter","Minor Service",22703,"Yes",4
2586,"Engine Oil & Filter","Minor Service",11769,"No",1
2587,"Engine Oil & Filter","Minor Service",9645,"No",1
2588,"Thermostat","Diagnostic",81987,"Yes",4
2589,"Engine Oil & Filter","Minor Service",9956,"No",2
2590,"Wiper Blades","Minor Service",7018,"No",1
2591,"Engine Air Filter","Minor Service",19838,"No",2
2592,"Cabin Air Filter","Minor Service",20785,"Yes",5
2593,"Wiper Blades","Minor Service",15467,"No",2
2594,"Brake Pads & Discs","Minor Service",32832,"Yes",5
2595,"Coolant Flush","Major Service",110967,"Yes",5
2596,"Drive/Serpentine Belt","Major Service",69022,"Yes",4
2597,"Mass Airflow Sensor","Diagnostic",87434,"Yes",3
2598,"Engine Air Filter","Minor Service",22685,"No",1
2599,"Spark Plugs","Major Service",76791,"No",2
2600,"Engine Oil & Filter","Minor Service",12049,"Yes",3
2601,"Engine Oil & Filter","Minor Service",6271,"No",2
2602,"Engine Oil & Filter","Minor Service",8140,"No",2
2603,"Mass Airflow Sensor","Diagnostic",118078,"Yes",4
2604,"Brake Pads & Discs","Minor Service",33294,"No",1
2605,"Engine Air Filter","Minor Service",23103,"No",2
2606,"Engine Air Filter","Minor Service",15835,"No",2
2607,"Brake Pads & Discs","Minor Service",31125,"Yes",4
2608,"Engine Oil & Filter","Minor Service",11964,"Yes",5
2609,"Engine Oil & Filter","Minor Service",8674,"No",2
2610,"Wiper Blades","Minor Service",13156,"No",1
2611,"Wiper Blades","Minor Service",13517,"No",2
2612,"Engine Air Filter","Minor Service",18188,"No",2
2613,"Engine Oil & Filter","Minor Service",9024,"No",2
2614,"Thermostat","Diagnostic",110376,"Yes",3
2615,"Coolant Flush","Major Service",103738,"No",2
2616,"Engine Oil & Filter","Minor Service",8082,"No",2
2617,"Mass Airflow Sensor","Diagnostic",109659,"Yes",5
2618,"Engine Oil & Filter","Minor Service",8959,"No",2
2619,"Brake Pads & Discs","Minor Service",31294,"No",1
2620,"Wiper Blades","Minor Service",7692,"Yes",5
2621,"Transmission Fluid","Major Service",77575,"No",2
2622,"Transmission Fluid","Major Service",76662,"No",1
2623,"Engine Oil & Filter","Minor Service",11172,"No",2
2624,"Brake Pads & Discs","Minor Service",46631,"Yes",4
2625,"Engine Oil & Filter","Minor Service",9187,"No",1
2626,"Drive/Serpentine Belt","Major Service",64711,"Yes",4
2627,"Engine Oil & Filter","Minor Service",8761,"No",1
2628,"Brake Pads & Discs","Minor Service",31197,"No",2
2629,"Brake Pads & Discs","Minor Service",45037,"No",2
2630,"Wiper Blades","Minor Service",18331,"No",2
2631,"Engine Air Filter","Minor Service",25181,"No",2
2632,"Engine Oil & Filter","Minor Service",14080,"No",2
2633,"Brake Pads & Discs","Minor Service",27229,"No",2
2634,"Engine Oil & Filter","Minor Service",9094,"No",1
2635,"Engine Oil & Filter","Minor Service",10546,"No",1
2636,"Engine Oil & Filter","Minor Service",10201,"Yes",3
2637,"Fuel Pump","Diagnostic",176682,"Yes",3
2638,"Brake Pads & Discs","Minor Service",26999,"No",2
2639,"Shocks & Struts","Major Service",60168,"No",2
2640,"Drive/Serpentine Belt","Major Service",62754,"No",1
2641,"Brake Pads & Discs","Minor Service",33776,"Yes",4
2642,"Oxygen (O2) Sensor","Diagnostic",112782,"Yes",4
2643,"Wiper Blades","Minor Service",19155,"No",2
2644,"Engine Air Filter","Minor Service",20918,"No",1
2645,"Cabin Air Filter","Minor Service",19847,"No",1
2646,"Wiper Blades","Minor Service",9944,"No",1
2647,"Engine Air Filter","Minor Service",21878,"Yes",5
2648,"Cabin Air Filter","Minor Service",25890,"Yes",4
2649,"Fuel Pump","Diagnostic",162134,"Yes",3
2650,"Wiper Blades","Minor Service",22237,"No",2
2651,"Wiper Blades","Minor Service",15948,"No",2
2652,"Shocks & Struts","Major Service",96185,"Yes",4
2653,"Spark Plugs","Major Service",41624,"No",2
2654,"Cabin Air Filter","Minor Service",14971,"No",1
2655,"Engine Air Filter","Minor Service",21000,"Yes",5
2656,"Alternator","Diagnostic",152295,"Yes",5
2657,"Brake Pads & Discs","Minor Service",35567,"Yes",3
2658,"Engine Oil & Filter","Minor Service",14854,"No",1
2659,"Brake Pads & Discs","Minor Service",31010,"No",2
2660,"Wiper Blades","Minor Service",10150,"No",2
2661,"Cabin Air Filter","Minor Service",19886,"Yes",3
2662,"Engine Oil & Filter","Minor Service",8303,"No",2
2663,"Cabin Air Filter","Minor Service",17670,"No",2
2664,"Alternator","Diagnostic",153708,"Yes",5
2665,"Cabin Air Filter","Minor Service",18025,"No",1
2666,"Alternator","Diagnostic",154903,"Yes",5
2667,"Thermostat","Diagnostic",97249,"Yes",3
2668,"Engine Oil & Filter","Minor Service",12115,"No",1
2669,"Shocks & Struts","Major Service",87034,"Yes",4
2670,"Engine Oil & Filter","Minor Service",7375,"No",2
2671,"Drive/Serpentine Belt","Major Service",99526,"Yes",5
2672,"Transmission Fluid","Major Service",99172,"Yes",5
2673,"Wiper Blades","Minor Service",15646,"Yes",5
2674,"Thermostat","Diagnostic",102058,"Yes",4
2675,"Shocks & Struts","Major Service",70282,"Yes",5
2676,"Engine Air Filter","Minor Service",26745,"No",1
2677,"Engine Oil & Filter","Minor Service",5876,"No",1
2678,"Engine Oil & Filter","Minor Service",11567,"No",1
2679,"Spark Plugs","Major Service",54405,"No",1
2680,"Wiper Blades","Minor Service",22490,"No",2
2681,"Coolant Flush","Major Service",86433,"No",1
2682,"Transmission Fluid","Major Service",59550,"No",1
2683,"Fuel Pump","Diagnostic",138301,"Yes",4
2684,"Engine Air Filter","Minor Service",18899,"No",2
2685,"Wiper Blades","Minor Service",19188,"No",1
2686,"Shocks & Struts","Major Service",71990,"Yes",3
2687,"Oxygen (O2) Sensor","Diagnostic",111684,"Yes",5
2688,"Brake Pads & Discs","Minor Service",38553,"Yes",3
2689,"Engine Air Filter","Minor Service",26951,"No",2
2690,"Spark Plugs","Major Service",75458,"Yes",5
2691,"Cabin Air Filter","Minor Service",20527,"Yes",3
2692,"Cabin Air Filter","Minor Service",20454,"No",2
2693,"Engine Oil & Filter","Minor Service",9168,"No",1
2694,"Engine Oil & Filter","Minor Service",6849,"Yes",3
2695,"Brake Pads & Discs","Minor Service",30982,"No",2
2696,"Transmission Fluid","Major Service",78333,"No",1
2697,"Oxygen (O2) Sensor","Diagnostic",124828,"Yes",5
2698,"Engine Air Filter","Minor Service",18076,"No",1
2699,"Engine Oil & Filter","Minor Service",11422,"No",2
2700,"Wiper Blades","Minor Service",15798,"No",1
2701,"Cabin Air Filter","Minor Service",18829,"No",2
2702,"Brake Pads & Discs","Minor Service",37329,"Yes",5
2703,"Mass Airflow Sensor","Diagnostic",145616,"Yes",4
2704,"Spark Plugs","Major Service",68288,"Yes",3
2705,"Coolant Flush","Major Service",104880,"No",2
2706,"Oxygen (O2) Sensor","Diagnostic",141695,"Yes",5
2707,"Oxygen (O2) Sensor","Diagnostic",160634,"Yes",3
2708,"Engine Air Filter","Minor Service",19844,"No",1
2709,"Drive/Serpentine Belt","Major Service",79680,"Yes",3
2710,"Engine Oil & Filter","Minor Service",14200,"No",1
2711,"Engine Oil & Filter","Minor Service",11335,"No",1
2712,"Brake Pads & Discs","Minor Service",28233,"No",1
2713,"Engine Oil & Filter","Minor Service",12271,"No",1
2714,"Cabin Air Filter","Minor Service",19589,"No",2
2715,"Mass Airflow Sensor","Diagnostic",113516,"Yes",4
2716,"Thermostat","Diagnostic",94897,"Yes",4
2717,"Engine Air Filter","Minor Service",15250,"No",1
2718,"Engine Air Filter","Minor Service",22830,"No",2
2719,"Brake Pads & Discs","Minor Service",30577,"Yes",3
2720,"Engine Oil & Filter","Minor Service",10194,"No",1
2721,"Spark Plugs","Major Service",66992,"Yes",3
2722,"Spark Plugs","Major Service",68164,"Yes",3
2723,"Cabin Air Filter","Minor Service",19634,"No",2
2724,"Engine Oil & Filter","Minor Service",8227,"No",2
2725,"Engine Oil & Filter","Minor Service",7798,"No",1
2726,"Engine Air Filter","Minor Service",20689,"No",1
2727,"Engine Air Filter","Minor Service",21078,"Yes",5
2728,"Engine Oil & Filter","Minor Service",6956,"No",2
2729,"Engine Oil & Filter","Minor Service",10434,"Yes",3
2730,"Brake Pads & Discs","Minor Service",38459,"No",2
2731,"Cabin Air Filter","Minor Service",20760,"No",1
2732,"Wiper Blades","Minor Service",19222,"No",1
2733,"Drive/Serpentine Belt","Major Service",56134,"Yes",4
2734,"Cabin Air Filter","Minor Service",17450,"No",2
2735,"Mass Airflow Sensor","Diagnostic",96732,"Yes",5
2736,"Spark Plugs","Major Service",56259,"No",2
2737,"Brake Pads & Discs","Minor Service",30820,"No",1
2738,"Spark Plugs","Major Service",61165,"No",2
2739,"Engine Oil & Filter","Minor Service",6548,"No",2
2740,"Drive/Serpentine Belt","Major Service",75181,"Yes",4
2741,"Cabin Air Filter","Minor Service",19680,"No",1
2742,"Engine Air Filter","Minor Service",19795,"No",1
2743,"Brake Pads & Discs","Minor Service",36778,"No",1
2744,"Engine Oil & Filter","Minor Service",9909,"No",2
2745,"Wiper Blades","Minor Service",13433,"Yes",3
2746,"Brake Pads & Discs","Minor Service",37939,"Yes",4
2747,"Cabin Air Filter","Minor Service",20379,"No",1
2748,"Cabin Air Filter","Minor Service",18335,"No",2
2749,"Engine Air Filter","Minor Service",15609,"No",2
2750,"Cabin Air Filter","Minor Service",20396,"Yes",4
2751,"Engine Air Filter","Minor Service",18381,"No",2
2752,"Engine Air Filter","Minor Service",19851,"No",2
2753,"Shocks & Struts","Major Service",85079,"Yes",5
2754,"Spark Plugs","Major Service",52525,"Yes",4
2755,"Engine Oil & Filter","Minor Service",6708,"No",2
2756,"Shocks & Struts","Major Service",95439,"Yes",4
2757,"Wiper Blades","Minor Service",18699,"No",1
2758,"Spark Plugs","Major Service",55659,"Yes",3
2759,"Wiper Blades","Minor Service",21081,"Yes",3
2760,"Engine Air Filter","Minor Service",18304,"Yes",4
2761,"Wiper Blades","Minor Service",25951,"No",2
2762,"Cabin Air Filter","Minor Service",21536,"No",2
2763,"Drive/Serpentine Belt","Major Service",71920,"Yes",3
2764,"Engine Air Filter","Minor Service",21003,"No",2
2765,"Cabin Air Filter","Minor Service",13253,"No",2
2766,"Spark Plugs","Major Service",70821,"Yes",3
2767,"Coolant Flush","Major Service",64372,"No",1
2768,"Coolant Flush","Major Service",115678,"Yes",4
2769,"Cabin Air Filter","Minor Service",24599,"No",2
2770,"Brake Pads & Discs","Minor Service",19841,"Yes",3
2771,"Engine Oil & Filter","Minor Service",10234,"Yes",4
2772,"Engine Oil & Filter","Minor Service",8055,"No",2
2773,"Engine Air Filter","Minor Service",14760,"No",1
2774,"Cabin Air Filter","Minor Service",17747,"No",2
2775,"Brake Pads & Discs","Minor Service",34597,"Yes",5
2776,"Engine Oil & Filter","Minor Service",11622,"No",2
2777,"Drive/Serpentine Belt","Major Service",68833,"Yes",5
2778,"Engine Oil & Filter","Minor Service",9904,"No",2
2779,"Spark Plugs","Major Service",65310,"Yes",5
2780,"Engine Air Filter","Minor Service",23441,"Yes",4
2781,"Cabin Air Filter","Minor Service",15260,"No",2
2782,"Engine Oil & Filter","Minor Service",9469,"No",1
2783,"Drive/Serpentine Belt","Major Service",70587,"Yes",5
2784,"Shocks & Struts","Major Service",82703,"Yes",3
2785,"Brake Pads & Discs","Minor Service",25713,"No",2
2786,"Drive/Serpentine Belt","Major Service",78112,"Yes",4
2787,"Spark Plugs","Major Service",59133,"Yes",4
2788,"Cabin Air Filter","Minor Service",20655,"No",1
2789,"Engine Air Filter","Minor Service",16049,"Yes",4
2790,"Cabin Air Filter","Minor Service",21875,"Yes",4
2791,"Brake Pads & Discs","Minor Service",31788,"Yes",3
2792,"Engine Oil & Filter","Minor Service",10729,"No",2
2793,"Engine Oil & Filter","Minor Service",8201,"No",1
2794,"Wiper Blades","Minor Service",7753,"No",1
2795,"Oxygen (O2) Sensor","Diagnostic",146212,"Yes",5
2796,"Fuel Pump","Diagnostic",141845,"Yes",5
2797,"Engine Air Filter","Minor Service",18317,"No",1
2798,"Engine Air Filter","Minor Service",23032,"No",2
2799,"Engine Oil & Filter","Minor Service",9275,"No",2
2800,"Oxygen (O2) Sensor","Diagnostic",120343,"Yes",4
2801,"Wiper Blades","Minor Service",16712,"No",2
2802,"Wiper Blades","Minor Service",13786,"No",2
2803,"Cabin Air Filter","Minor Service",22547,"No",2
2804,"Engine Oil & Filter","Minor Service",9246,"No",1
2805,"Thermostat","Diagnostic",124559,"Yes",4
2806,"Engine Air Filter","Minor Service",18412,"No",2
2807,"Cabin Air Filter","Minor Service",18936,"No",1
2808,"Wiper Blades","Minor Service",11664,"No",2
2809,"Engine Air Filter","Minor Service",12838,"No",1
2810,"Mass Airflow Sensor","Diagnostic",108294,"Yes",4
2811,"Shocks & Struts","Major Service",94628,"Yes",3
2812,"Shocks & Struts","Major Service",109788,"Yes",4
2813,"Engine Oil & Filter","Minor Service",10106,"No",2
2814,"Engine Oil & Filter","Minor Service",11930,"Yes",5
2815,"Brake Pads & Discs","Minor Service",31417,"Yes",4
2816,"Cabin Air Filter","Minor Service",13790,"No",2
2817,"Transmission Fluid","Major Service",80324,"No",1
2818,"Engine Oil & Filter","Minor Service",9348,"No",2
2819,"Oxygen (O2) Sensor","Diagnostic",112148,"Yes",4
2820,"Brake Pads & Discs","Minor Service",34971,"No",2
2821,"Wiper Blades","Minor Service",8784,"Yes",5
2822,"Transmission Fluid","Major Service",82619,"Yes",5
2823,"Engine Oil & Filter","Minor Service",12141,"No",1
2824,"Brake Pads & Discs","Minor Service",25409,"No",2
2825,"Wiper Blades","Minor Service",17202,"No",1
2826,"Engine Air Filter","Minor Service",16271,"No",1
2827,"Brake Pads & Discs","Minor Service",32870,"No",2
2828,"Wiper Blades","Minor Service",16809,"No",2
2829,"Cabin Air Filter","Minor Service",22738,"No",1
2830,"Engine Air Filter","Minor Service",21115,"Yes",4
2831,"Oxygen (O2) Sensor","Diagnostic",133050,"Yes",3
2832,"Engine Oil & Filter","Minor Service",10069,"No",2
2833,"Cabin Air Filter","Minor Service",22975,"Yes",3
2834,"Brake Pads & Discs","Minor Service",37397,"Yes",4
2835,"Wiper Blades","Minor Service",12375,"No",2
2836,"Wiper Blades","Minor Service",18388,"Yes",3
2837,"Oxygen (O2) Sensor","Diagnostic",139516,"Yes",5
2838,"Wiper Blades","Minor Service",14277,"No",1
2839,"Wiper Blades","Minor Service",14159,"No",2
2840,"Wiper Blades","Minor Service",12643,"No",1
2841,"Shocks & Struts","Major Service",90088,"Yes",4
2842,"Wiper Blades","Minor Service",12631,"Yes",4
2843,"Thermostat","Diagnostic",93268,"Yes",5
2844,"Shocks & Struts","Major Service",94022,"Yes",3
2845,"Oxygen (O2) Sensor","Diagnostic",134734,"Yes",5
2846,"Cabin Air Filter","Minor Service",20024,"No",2
2847,"Wiper Blades","Minor Service",12590,"No",2
2848,"Coolant Flush","Major Service",102068,"No",1
2849,"Engine Air Filter","Minor Service",18782,"No",1
2850,"Wiper Blades","Minor Service",15590,"No",2
2851,"Engine Oil & Filter","Minor Service",9077,"Yes",4
2852,"Engine Oil & Filter","Minor Service",9372,"No",2
2853,"Cabin Air Filter","Minor Service",16765,"No",2
2854,"Cabin Air Filter","Minor Service",19225,"No",1
2855,"Engine Oil & Filter","Minor Service",10450,"Yes",4
2856,"Drive/Serpentine Belt","Major Service",70032,"No",1
2857,"Cabin Air Filter","Minor Service",12650,"No",2
2858,"Engine Air Filter","Minor Service",19665,"No",2
2859,"Engine Oil & Filter","Minor Service",8050,"No",2
2860,"Engine Oil & Filter","Minor Service",13753,"No",2
2861,"Coolant Flush","Major Service",112624,"Yes",5
2862,"Thermostat","Diagnostic",102032,"Yes",5
2863,"Spark Plugs","Major Service",67653,"Yes",3
2864,"Engine Air Filter","Minor Service",13076,"No",2
2865,"Transmission Fluid","Major Service",64169,"No",2
2866,"Engine Oil & Filter","Minor Service",8361,"No",1
2867,"Transmission Fluid","Major Service",85697,"No",1
2868,"Thermostat","Diagnostic",93182,"Yes",5
2869,"Drive/Serpentine Belt","Major Service",50558,"Yes",3
2870,"Wiper Blades","Minor Service",18274,"Yes",3
2871,"Wiper Blades","Minor Service",8740,"No",1
2872,"Cabin Air Filter","Minor Service",24057,"No",2
2873,"Wiper Blades","Minor Service",15509,"No",2
2874,"Engine Air Filter","Minor Service",23823,"No",2
2875,"Engine Air Filter","Minor Service",22752,"Yes",5
2876,"Brake Pads & Discs","Minor Service",31883,"No",2
2877,"Brake Pads & Discs","Minor Service",27379,"No",1
2878,"Brake Pads & Discs","Minor Service",35730,"Yes",5
2879,"Cabin Air Filter","Minor Service",18808,"Yes",3
2880,"Engine Air Filter","Minor Service",23416,"Yes",5
2881,"Engine Air Filter","Minor Service",17089,"No",1
2882,"Engine Oil & Filter","Minor Service",10777,"No",2
2883,"Engine Air Filter","Minor Service",16131,"Yes",5
2884,"Cabin Air Filter","Minor Service",22683,"No",2
2885,"Cabin Air Filter","Minor Service",18562,"No",2
2886,"Alternator","Diagnostic",113087,"Yes",4
2887,"Wiper Blades","Minor Service",14237,"No",2
2888,"Engine Oil & Filter","Minor Service",8790,"No",2
2889,"Wiper Blades","Minor Service",15670,"Yes",3
2890,"Coolant Flush","Major Service",84725,"No",1
2891,"Engine Air Filter","Minor Service",20503,"Yes",5
2892,"Brake Pads & Discs","Minor Service",31280,"No",1
2893,"Engine Oil & Filter","Minor Service",6786,"No",2
2894,"Mass Airflow Sensor","Diagnostic",143056,"Yes",3
2895,"Engine Air Filter","Minor Service",19144,"No",2
2896,"Wiper Blades","Minor Service",16774,"No",2
2897,"Cabin Air Filter","Minor Service",16302,"No",1
2898,"Engine Oil & Filter","Minor Service",9858,"No",1
2899,"Drive/Serpentine Belt","Major Service",80488,"Yes",4
2900,"Wiper Blades","Minor Service",6546,"No",2
2901,"Brake Pads & Discs","Minor Service",31113,"No",2
2902,"Thermostat","Diagnostic",121855,"Yes",3
2903,"Engine Oil & Filter","Minor Service",13018,"No",1
2904,"Cabin Air Filter","Minor Service",19644,"No",1
2905,"Engine Air Filter","Minor Service",24097,"No",1
2906,"Cabin Air Filter","Minor Service",18418,"No",1
2907,"Wiper Blades","Minor Service",11686,"No",2
2908,"Cabin Air Filter","Minor Service",18085,"No",2
2909,"Brake Pads & Discs","Minor Service",31186,"Yes",3
2910,"Brake Pads & Discs","Minor Service",28864,"Yes",5
2911,"Brake Pads & Discs","Minor Service",34205,"No",2
2912,"Wiper Blades","Minor Service",13493,"No",1
2913,"Cabin Air Filter","Minor Service",26299,"No",1
2914,"Coolant Flush","Major Service",104991,"No",1
2915,"Engine Air Filter","Minor Service",15903,"No",1
2916,"Wiper Blades","Minor Service",10051,"No",2
2917,"Engine Oil & Filter","Minor Service",13394,"No",2
2918,"Cabin Air Filter","Minor Service",19464,"No",2
2919,"Transmission Fluid","Major Service",73684,"No",2
2920,"Cabin Air Filter","Minor Service",20232,"Yes",5
2921,"Spark Plugs","Major Service",60907,"Yes",4
2922,"Cabin Air Filter","Minor Service",16032,"No",2
2923,"Mass Airflow Sensor","Diagnostic",125470,"Yes",3
2924,"Cabin Air Filter","Minor Service",19728,"No",1
2925,"Cabin Air Filter","Minor Service",18651,"Yes",4
2926,"Wiper Blades","Minor Service",14862,"No",2
2927,"Engine Oil & Filter","Minor Service",10462,"No",2
2928,"Engine Oil & Filter","Minor Service",6511,"No",2
2929,"Drive/Serpentine Belt","Major Service",71232,"Yes",3
2930,"Wiper Blades","Minor Service",8277,"Yes",3
2931,"Spark Plugs","Major Service",50296,"Yes",3
2932,"Spark Plugs","Major Service",56217,"No",1
2933,"Cabin Air Filter","Minor Service",21342,"No",1
2934,"Wiper Blades","Minor Service",11693,"Yes",4
2935,"Engine Air Filter","Minor Service",18957,"Yes",4
2936,"Alternator","Diagnostic",139659,"Yes",5
2937,"Engine Oil & Filter","Minor Service",9736,"No",2
2938,"Brake Pads & Discs","Minor Service",39193,"Yes",4
2939,"Thermostat","Diagnostic",120075,"Yes",3
2940,"Transmission Fluid","Major Service",77217,"Yes",4
2941,"Oxygen (O2) Sensor","Diagnostic",138454,"Yes",5
2942,"Transmission Fluid","Major Service",79009,"Yes",5
2943,"Shocks & Struts","Major Service",93032,"Yes",5
2944,"Engine Oil & Filter","Minor Service",12807,"No",1
2945,"Wiper Blades","Minor Service",10214,"No",1
2946,"Drive/Serpentine Belt","Major Service",78983,"Yes",5
2947,"Drive/Serpentine Belt","Major Service",65071,"Yes",4
2948,"Cabin Air Filter","Minor Service",19564,"No",2
2949,"Engine Air Filter","Minor Service",16693,"Yes",3
2950,"Cabin Air Filter","Minor Service",23307,"No",2
2951,"Brake Pads & Discs","Minor Service",41196,"Yes",4
2952,"Engine Oil & Filter","Minor Service",11989,"Yes",4
2953,"Engine Oil & Filter","Minor Service",11528,"No",1
2954,"Brake Pads & Discs","Minor Service",37062,"Yes",5
2955,"Brake Pads & Discs","Minor Service",30421,"No",2
2956,"Mass Airflow Sensor","Diagnostic",106472,"Yes",4
2957,"Wiper Blades","Minor Service",14392,"No",2
2958,"Shocks & Struts","Major Service",92408,"Yes",4
2959,"Cabin Air Filter","Minor Service",16672,"No",1
2960,"Brake Pads & Discs","Minor Service",38065,"Yes",5
2961,"Wiper Blades","Minor Service",12954,"No",1
2962,"Wiper Blades","Minor Service",13638,"No",1
2963,"Cabin Air Filter","Minor Service",24392,"Yes",5
2964,"Shocks & Struts","Major Service",76328,"Yes",4
2965,"Coolant Flush","Major Service",92356,"No",1
2966,"Engine Air Filter","Minor Service",22359,"No",1
2967,"Wiper Blades","Minor Service",12100,"Yes",4
2968,"Engine Oil & Filter","Minor Service",6083,"No",2
2969,"Cabin Air Filter","Minor Service",26301,"No",2
2970,"Cabin Air Filter","Minor Service",22085,"No",2
2971,"Engine Oil & Filter","Minor Service",7398,"No",1
2972,"Engine Oil & Filter","Minor Service",11634,"No",1
2973,"Engine Oil & Filter","Minor Service",8528,"No",1
2974,"Cabin Air Filter","Minor Service",20742,"No",2
2975,"Wiper Blades","Minor Service",16937,"No",1
2976,"Engine Air Filter","Minor Service",18081,"No",2
2977,"Fuel Pump","Diagnostic",175492,"Yes",3
2978,"Brake Pads & Discs","Minor Service",33151,"Yes",5
2979,"Cabin Air Filter","Minor Service",24121,"No",1
2980,"Wiper Blades","Minor Service",14255,"Yes",3
2981,"Engine Oil & Filter","Minor Service",9039,"No",1
2982,"Engine Oil & Filter","Minor Service",10103,"No",1
2983,"Cabin Air Filter","Minor Service",20523,"No",2
2984,"Engine Air Filter","Minor Service",21007,"Yes",3
2985,"Shocks & Struts","Major Service",84313,"Yes",4
2986,"Brake Pads & Discs","Minor Service",42856,"No",2
2987,"Cabin Air Filter","Minor Service",19211,"Yes",3
2988,"Thermostat","Diagnostic",109269,"Yes",5
2989,"Cabin Air Filter","Minor Service",25742,"Yes",3
2990,"Engine Oil & Filter","Minor Service",10103,"No",2
2991,"Cabin Air Filter","Minor Service",14771,"No",1
2992,"Spark Plugs","Major Service",60221,"Yes",3
2993,"Engine Oil & Filter","Minor Service",12567,"No",2
2994,"Wiper Blades","Minor Service",12162,"No",2
2995,"Wiper Blades","Minor Service",13119,"No",1
2996,"Cabin Air Filter","Minor Service",21082,"No",1
2997,"Cabin Air Filter","Minor Service",22469,"No",1
2998,"Brake Pads & Discs","Minor Service",36121,"No",1
2999,"Engine Oil & Filter","Minor Service",11622,"Yes",4
3000,"Engine Oil & Filter","Minor Service",10455,"No",1
3001,"Engine Oil & Filter","Minor Service",11665,"Yes",4
3002,"Engine Air Filter","Minor Service",17461,"No",1
3003,"Engine Oil & Filter","Minor Service",10610,"No",2
